transaction_id,account_id,transaction_type,amount,currency,merchant_category,transaction_timestamp,transaction_status
T00000550,A000041,DEBIT,4603.27,GBP,INSURANCE,2024-10-15 18:04:23,COMPLETED
T00000551,A000081,CREDIT,6464.8,USD,ATM_WITHDRAWAL,2025-05-16 07:02:49,COMPLETED
T00000552,A000004,CREDIT,6374.88,USD,INSURANCE,2024-07-31 15:04:29,COMPLETED
T00000553,A000045,CREDIT,25000.0,INR,ATM_WITHDRAWAL,2025-02-08 02:28:11,COMPLETED
T00000554,A000065,CREDIT,6137.43,USD,UTILITIES,2025-01-05 20:42:49,COMPLETED
T00000555,A000004,TRANSFER,1556.15,GBP,ECOMMERCE,2025-04-14 17:16:33,COMPLETED
T00000556,A000083,DEBIT,1247.31,EUR,DINING,2024-08-24 15:04:17,FAILED
T00000557,A000008,TRANSFER,2398.25,USD,INVESTMENT,2024-01-10 07:34:57,COMPLETED
T00000558,A000043,TRANSFER,7104.8,GBP,ATM_WITHDRAWAL,2025-03-06 01:08:05,COMPLETED
T00000559,A000049,CREDIT,6740.03,USD,INSURANCE,2024-02-29 11:13:27,COMPLETED
T00000560,A000041,TRANSFER,2175.62,EUR,DINING,2024-08-19 11:01:06,COMPLETED
T00000561,A000039,DEBIT,2996.85,USD,TRAVEL,2024-08-15 18:25:21,COMPLETED
T00000562,A000062,FEE,1236.85,USD,INVESTMENT,2024-06-07 11:55:04,COMPLETED
T00000563,A000013,TRANSFER,7504.5,USD,GROCERY,2024-08-23 14:06:41,COMPLETED
T00000564,A000067,DEBIT,2491.3,EUR,TRAVEL,2024-06-19 16:59:54,FAILED
T00000565,A000014,CREDIT,5273.58,INR,ATM_WITHDRAWAL,2024-11-23 07:38:24,COMPLETED
T00000566,A000025,DEBIT,4260.55,INR,ATM_WITHDRAWAL,2024-03-17 05:44:03,COMPLETED
T00000567,A000002,INTEREST,4479.21,USD,INVESTMENT,2024-06-12 09:52:07,COMPLETED
T00000568,A000091,TRANSFER,4594.79,USD,DINING,2024-10-03 16:09:09,COMPLETED
T00000569,A000004,CREDIT,5405.59,USD,UTILITIES,2024-07-19 06:30:59,COMPLETED
T00000570,A000076,CREDIT,5522.55,USD,DINING,2025-02-22 07:12:51,COMPLETED
T00000571,A000086,TRANSFER,632.97,INR,INSURANCE,2024-03-08 03:22:58,COMPLETED
T00000572,A000090,CREDIT,3647.4,INR,ECOMMERCE,2024-08-28 08:26:08,PENDING
T00000573,A000019,FEE,4937.45,USD,DINING,2025-02-07 11:49:27,COMPLETED
T00000574,A000004,DEBIT,907.53,EUR,ATM_WITHDRAWAL,2025-01-28 12:41:33,COMPLETED
T00000575,A000017,CREDIT,3248.46,USD,INVESTMENT,2024-11-28 02:34:56,COMPLETED
T00000576,A000069,CREDIT,4726.33,USD,ELECTRONICS,2025-05-13 17:33:45,COMPLETED
T00000577,A000044,DEBIT,5554.01,GBP,INSURANCE,2025-02-07 12:27:32,COMPLETED
T00000578,A000031,DEBIT,5358.49,INR,ECOMMERCE,2024-02-28 21:33:36,COMPLETED
T00000579,A000042,CREDIT,6577.07,GBP,TRAVEL,2024-11-02 03:57:33,COMPLETED
T00000580,A000077,TRANSFER,3034.39,INR,TRAVEL,2024-04-21 05:03:28,FAILED
T00000581,A000097,CREDIT,6.47,USD,INVESTMENT,2024-05-29 14:11:55,COMPLETED
T00000582,A000058,DEBIT,5453.73,INR,ATM_WITHDRAWAL,2025-04-15 15:49:40,COMPLETED
T00000583,A000045,REFUND,4663.9,USD,ELECTRONICS,2025-03-12 10:42:39,COMPLETED
T00000584,A000071,INTEREST,11.74,GBP,TRAVEL,2025-03-16 10:16:29,FAILED
T00000585,A000031,CREDIT,4723.36,INR,UTILITIES,2024-07-14 15:50:41,COMPLETED
T00000586,A000085,DEBIT,1116.86,EUR,DINING,2025-03-06 15:11:27,COMPLETED
T00000587,A000086,DEBIT,97.76,USD,ECOMMERCE,2024-12-02 15:54:03,REVERSED
T00000588,A000018,DEBIT,5139.73,USD,INSURANCE,2025-04-21 15:29:57,COMPLETED
T00000589,A000059,CREDIT,4418.64,USD,ELECTRONICS,2024-08-05 22:00:42,COMPLETED
T00000590,A000064,TRANSFER,1897.82,USD,INVESTMENT,2024-10-22 13:21:39,COMPLETED
T00000591,A000005,CREDIT,5640.54,USD,TRAVEL,2024-03-13 19:09:57,BLOCKED
T00000592,A000097,TRANSFER,3722.17,EUR,TRAVEL,2024-05-05 17:12:05,COMPLETED
T00000593,A000085,INTEREST,629.26,INR,ATM_WITHDRAWAL,2024-11-09 01:55:17,FAILED
T00000594,A000069,TRANSFER,3753.61,USD,DINING,2024-08-03 12:50:57,REVERSED
T00000595,A000038,DEBIT,287.43,INR,INSURANCE,2024-05-13 02:14:10,COMPLETED
T00000596,A000075,DEBIT,417.7,EUR,INSURANCE,2024-01-14 10:26:33,COMPLETED
T00000597,A000017,CREDIT,6812.3,USD,ATM_WITHDRAWAL,2024-05-20 09:21:19,COMPLETED
T00000598,A000015,CREDIT,7281.5,INR,DINING,2025-02-17 06:23:09,COMPLETED
T00000599,A000090,DEBIT,1450.57,USD,TRAVEL,2025-05-10 05:16:54,COMPLETED
T00000600,A000020,TRANSFER,6023.33,USD,ECOMMERCE,2025-01-06 23:12:48,COMPLETED
T00000601,A000074,TRANSFER,2763.88,INR,TRAVEL,2024-01-27 06:06:07,COMPLETED
T00000602,A000061,DEBIT,5970.47,USD,UTILITIES,2024-12-15 14:12:07,COMPLETED
T00000603,A000019,CREDIT,3480.7,INR,UTILITIES,2024-12-13 11:29:37,REVERSED
T00000604,A000088,INTEREST,783.43,USD,UTILITIES,2024-11-08 23:44:27,FAILED
T00000605,A000043,DEBIT,6419.52,INR,ECOMMERCE,2025-01-30 08:48:12,COMPLETED
T00000606,A000076,TRANSFER,4162.02,GBP,DINING,2024-10-07 00:23:06,COMPLETED
T00000607,A000009,DEBIT,786.1,USD,HEALTHCARE,2025-01-06 10:18:52,COMPLETED
T00000608,A000005,DEBIT,740.07,INR,HEALTHCARE,2025-05-01 21:49:22,COMPLETED
T00000609,A000091,INTEREST,695.66,USD,INSURANCE,2025-02-15 06:43:37,FAILED
T00000610,A000090,DEBIT,2360.08,USD,ECOMMERCE,2025-04-17 10:03:46,COMPLETED
T00000611,A000089,FEE,6160.19,USD,TRAVEL,2024-05-21 02:16:17,COMPLETED
T00000612,A000043,REFUND,2069.62,USD,TRAVEL,2024-09-08 07:18:22,COMPLETED
T00000613,A000023,CREDIT,871.9,USD,INSURANCE,2024-11-25 03:52:06,FAILED
T00000614,A000092,DEBIT,283.71,INR,ECOMMERCE,2024-01-10 18:07:14,COMPLETED
T00000615,A000082,DEBIT,307.5,USD,DINING,2025-04-08 14:14:52,COMPLETED
T00000616,A000066,TRANSFER,6169.07,USD,TRAVEL,2024-10-03 08:13:22,COMPLETED
T00000617,A000089,TRANSFER,3859.12,GBP,DINING,2024-06-19 11:01:32,COMPLETED
T00000618,A000081,REFUND,5178.36,EUR,DINING,2024-02-11 16:44:05,COMPLETED
T00000619,A000038,CREDIT,1417.06,USD,HEALTHCARE,2024-06-02 14:12:11,FAILED
T00000620,A000081,CREDIT,3894.6,USD,HEALTHCARE,2024-03-12 01:17:59,COMPLETED
T00000621,A000093,REFUND,1911.69,INR,ATM_WITHDRAWAL,2024-09-12 19:26:24,REVERSED
T00000622,A000058,INTEREST,136.26,USD,GROCERY,2024-07-26 04:18:11,COMPLETED
T00000623,A000084,CREDIT,3669.67,EUR,ELECTRONICS,2025-01-14 21:05:36,COMPLETED
T00000624,A000010,DEBIT,1137.02,USD,INSURANCE,2024-01-24 08:50:08,COMPLETED
T00000625,A000017,DEBIT,5063.13,EUR,TRAVEL,2024-08-21 22:15:14,COMPLETED
T00000626,A000076,DEBIT,6540.68,INR,INSURANCE,2024-04-22 02:17:51,COMPLETED
T00000627,A000055,DEBIT,6687.99,USD,TRAVEL,2025-05-14 20:58:13,COMPLETED
T00000628,A000042,TRANSFER,6345.85,INR,DINING,2024-02-02 04:23:46,COMPLETED
T00000629,A000097,CREDIT,5571.88,USD,INSURANCE,2024-01-21 04:51:21,COMPLETED
T00000630,A000081,CREDIT,99999.0,USD,GROCERY,2024-04-01 03:14:43,COMPLETED
T00000631,A000076,FEE,3332.7,INR,ELECTRONICS,2024-04-15 05:12:34,COMPLETED
T00000632,A000067,CREDIT,1917.83,INR,INSURANCE,2024-04-02 18:12:01,COMPLETED
T00000633,A000012,CREDIT,6261.75,USD,HEALTHCARE,2024-04-08 04:16:41,BLOCKED
T00000634,A000013,CREDIT,6902.53,USD,ECOMMERCE,2025-01-29 22:48:31,COMPLETED
T00000635,A000036,DEBIT,905.87,EUR,ECOMMERCE,2024-09-11 06:25:11,COMPLETED
T00000636,A000006,DEBIT,2916.72,USD,INSURANCE,2025-02-16 16:29:54,COMPLETED
T00000637,A000095,DEBIT,4301.2,USD,INVESTMENT,2024-02-29 02:34:47,FAILED
T00000638,A000093,CREDIT,4640.2,INR,DINING,2024-04-27 04:00:35,COMPLETED
T00000639,A000013,DEBIT,3303.7,EUR,TRAVEL,2024-08-29 21:18:09,COMPLETED
T00000640,A000056,DEBIT,7423.46,USD,ELECTRONICS,2024-08-22 07:04:08,COMPLETED
T00000641,A000035,DEBIT,1022.06,USD,ELECTRONICS,2024-02-26 16:56:58,COMPLETED
T00000642,A000022,TRANSFER,1762.73,USD,INSURANCE,2025-04-08 06:11:13,COMPLETED
T00000643,A000071,FEE,696.36,USD,HEALTHCARE,2024-10-29 17:14:21,COMPLETED
T00000644,A000036,DEBIT,3427.74,USD,UTILITIES,2024-10-23 08:05:51,FAILED
T00000645,A000076,INTEREST,7310.47,USD,GROCERY,2024-01-21 17:08:09,COMPLETED
T00000646,A000065,DEBIT,4251.32,INR,TRAVEL,2024-08-19 18:01:58,COMPLETED
T00000647,A000072,TRANSFER,5546.81,USD,DINING,2024-05-31 08:42:14,COMPLETED
T00000648,A000012,DEBIT,5353.94,USD,INSURANCE,2025-01-17 21:15:01,COMPLETED
T00000649,A000059,CREDIT,1113.3,USD,DINING,2024-11-16 16:54:16,COMPLETED
T00000650,A000001,FEE,570.24,USD,GROCERY,2024-05-31 15:30:23,COMPLETED
T00000651,A000090,INTEREST,4341.77,INR,TRAVEL,2024-11-13 12:13:20,COMPLETED
T00000652,A000008,CREDIT,7280.48,USD,UTILITIES,2024-07-06 16:56:34,COMPLETED
T00000653,A000047,DEBIT,5187.14,INR,HEALTHCARE,2024-03-11 12:11:39,COMPLETED
T00000654,A000015,CREDIT,5900.35,EUR,HEALTHCARE,2025-01-20 08:12:28,COMPLETED
T00000655,A000035,CREDIT,3386.32,USD,ECOMMERCE,2024-09-05 18:15:26,COMPLETED
T00000656,A000016,CREDIT,4257.58,EUR,ECOMMERCE,2024-11-13 13:24:13,COMPLETED
T00000657,A000089,TRANSFER,7527.3,EUR,ECOMMERCE,2024-02-14 02:55:08,COMPLETED
T00000658,A000023,DEBIT,7653.23,USD,ELECTRONICS,2024-09-11 05:28:46,FAILED
T00000659,A000067,INTEREST,186.41,INR,ELECTRONICS,2024-08-30 12:37:22,COMPLETED
T00000660,A000095,CREDIT,2335.68,EUR,HEALTHCARE,2025-03-03 18:55:07,COMPLETED
T00000661,A000053,CREDIT,5247.81,USD,INVESTMENT,2025-03-07 19:58:08,COMPLETED
T00000662,A000039,CREDIT,7186.76,INR,HEALTHCARE,2024-09-04 13:32:25,REVERSED
T00000663,A000099,TRANSFER,1190.96,GBP,INSURANCE,2025-04-18 05:51:15,COMPLETED
T00000664,A000037,DEBIT,1407.0,EUR,ELECTRONICS,2024-03-23 08:39:42,COMPLETED
T00000665,A000041,CREDIT,3529.9,USD,GROCERY,2024-12-06 11:32:22,REVERSED
T00000666,A000019,DEBIT,4321.23,USD,GROCERY,2024-07-26 18:10:59,COMPLETED
T00000667,A000059,INTEREST,1252.65,USD,INVESTMENT,2024-06-18 23:33:55,COMPLETED
T00000668,A000061,FEE,7757.0,GBP,ELECTRONICS,2025-02-13 20:34:46,COMPLETED
T00000669,A000057,DEBIT,902.96,USD,INVESTMENT,2024-02-29 11:13:00,COMPLETED
T00000670,A000080,TRANSFER,3570.55,USD,HEALTHCARE,2024-10-25 19:10:00,COMPLETED
T00000671,A000099,DEBIT,185.28,USD,TRAVEL,2025-05-14 18:38:01,COMPLETED
T00000672,A000063,DEBIT,4842.6,EUR,DINING,2024-07-22 05:23:11,COMPLETED
T00000673,A000055,DEBIT,2985.79,USD,ECOMMERCE,2025-03-23 20:25:35,COMPLETED
T00000674,A000094,FEE,5933.51,USD,ELECTRONICS,2025-02-16 15:25:52,COMPLETED
T00000675,A000054,DEBIT,4699.5,USD,ECOMMERCE,2025-05-21 19:07:32,BLOCKED
T00000676,A000009,INTEREST,4727.48,USD,ATM_WITHDRAWAL,2024-07-31 06:22:03,COMPLETED
T00000677,A000091,CREDIT,7319.4,EUR,ATM_WITHDRAWAL,2024-10-10 17:51:42,COMPLETED
T00000678,A000039,TRANSFER,2434.8,USD,GROCERY,2025-02-09 00:05:20,COMPLETED
T00000679,A000039,INTEREST,6674.77,INR,ATM_WITHDRAWAL,2024-08-01 06:31:50,COMPLETED
T00000680,A000089,CREDIT,232.4,USD,TRAVEL,2024-11-02 13:10:16,COMPLETED
T00000681,A000073,CREDIT,2067.0,GBP,TRAVEL,2024-07-10 18:39:37,COMPLETED
T00000682,A000003,TRANSFER,1306.96,USD,ELECTRONICS,2024-07-01 05:56:45,COMPLETED
T00000683,A000047,CREDIT,7297.28,USD,INVESTMENT,2024-11-23 02:47:49,COMPLETED
T00000684,A000099,CREDIT,6118.69,USD,DINING,2025-03-22 11:30:46,COMPLETED
T00000685,A000088,TRANSFER,2175.31,USD,INVESTMENT,2024-10-23 12:48:08,COMPLETED
T00000686,A000002,DEBIT,2254.93,USD,ELECTRONICS,2024-02-22 07:55:57,COMPLETED
T00000687,A000029,TRANSFER,6361.88,INR,INVESTMENT,2025-03-09 19:22:22,COMPLETED
T00000688,A000090,TRANSFER,916.16,USD,ELECTRONICS,2025-04-17 00:37:57,COMPLETED
T00000689,A000040,CREDIT,1116.42,GBP,INVESTMENT,2025-01-25 12:27:12,COMPLETED
T00000690,A000039,DEBIT,6517.52,EUR,ELECTRONICS,2024-12-18 08:14:57,COMPLETED
T00000691,A000027,DEBIT,633.45,INR,TRAVEL,2024-01-10 17:37:52,COMPLETED
T00000692,A000006,DEBIT,267.18,INR,ECOMMERCE,2024-03-01 09:12:42,COMPLETED
T00000693,A000039,CREDIT,6037.63,GBP,HEALTHCARE,2024-10-27 07:16:57,COMPLETED
T00000694,A000045,DEBIT,1168.73,USD,INSURANCE,2024-06-27 12:49:23,COMPLETED
T00000695,A000065,TRANSFER,4905.59,USD,INSURANCE,2025-01-25 00:30:32,COMPLETED
T00000696,A000092,DEBIT,2258.45,USD,TRAVEL,2025-04-18 07:47:31,FAILED
T00000697,A000091,CREDIT,5586.57,INR,TRAVEL,2024-04-02 12:55:07,BLOCKED
T00000698,A000055,DEBIT,1824.3,GBP,TRAVEL,2024-08-26 04:00:59,COMPLETED
T00000699,A000064,TRANSFER,5639.32,USD,DINING,2024-09-09 04:12:47,COMPLETED
T00000700,A000059,CREDIT,2499.5,USD,INVESTMENT,2024-07-27 10:34:48,BLOCKED
T00000701,A000055,DEBIT,561.53,USD,DINING,2024-04-01 00:27:55,BLOCKED
T00000702,A000063,CREDIT,3173.98,INR,TRAVEL,2024-03-14 14:22:28,COMPLETED
T00000703,A000076,REFUND,5932.75,USD,DINING,2025-05-14 07:14:54,COMPLETED
T00000704,A000077,TRANSFER,3237.29,USD,ECOMMERCE,2024-05-22 21:11:13,COMPLETED
T00000705,A000097,TRANSFER,5152.43,USD,INSURANCE,2025-05-01 14:43:31,BLOCKED
T00000706,A000066,DEBIT,6145.16,USD,ECOMMERCE,2024-04-28 22:52:41,PENDING
T00000707,A000004,DEBIT,427.56,INR,ELECTRONICS,2024-07-14 22:00:44,COMPLETED
T00000708,A000020,DEBIT,4987.74,INR,INVESTMENT,2025-01-27 17:55:12,COMPLETED
T00000709,A000026,DEBIT,3985.7,USD,INVESTMENT,2024-10-06 00:38:36,PENDING
T00000710,A000005,REFUND,7041.6,USD,UTILITIES,2024-08-14 16:44:08,COMPLETED
T00000711,A000023,CREDIT,6883.58,INR,ECOMMERCE,2024-08-08 04:53:47,COMPLETED
T00000712,A000050,CREDIT,879.51,INR,INVESTMENT,2024-10-19 17:06:20,COMPLETED
T00000713,A000021,CREDIT,3134.12,GBP,INSURANCE,2024-12-12 12:50:37,COMPLETED
T00000714,A000037,DEBIT,230.04,EUR,DINING,2025-02-18 21:15:41,COMPLETED
T00000715,A000081,DEBIT,783.31,USD,DINING,2024-01-29 08:53:31,COMPLETED
T00000716,A000083,DEBIT,684.11,EUR,TRAVEL,2024-06-21 06:10:53,COMPLETED
T00000717,A000042,DEBIT,5263.85,USD,UTILITIES,2024-05-16 00:44:34,COMPLETED
T00000718,A000076,DEBIT,2535.53,USD,TRAVEL,2025-02-17 17:46:50,COMPLETED
T00000719,A000087,DEBIT,3976.37,INR,ELECTRONICS,2024-11-10 10:54:18,COMPLETED
T00000720,A000056,DEBIT,5085.38,USD,INVESTMENT,2024-04-19 10:27:44,COMPLETED
T00000721,A000039,REFUND,3219.21,INR,TRAVEL,2025-01-02 21:03:04,COMPLETED
T00000722,A000044,DEBIT,4533.59,USD,DINING,2025-02-11 02:47:28,COMPLETED
T00000723,A000039,CREDIT,2402.77,USD,UTILITIES,2024-07-24 09:08:53,COMPLETED
T00000724,A000059,CREDIT,4382.76,INR,INVESTMENT,2025-03-17 06:47:30,COMPLETED
T00000725,A000028,CREDIT,6592.14,USD,INVESTMENT,2025-02-18 22:22:13,FAILED
T00000726,A000056,INTEREST,5814.29,USD,ECOMMERCE,2024-03-16 08:45:06,COMPLETED
T00000727,A000088,TRANSFER,6753.76,EUR,TRAVEL,2024-11-20 07:24:40,COMPLETED
T00000728,A000035,TRANSFER,5170.11,INR,UTILITIES,2024-05-02 04:08:04,COMPLETED
T00000729,A000004,DEBIT,6618.69,INR,UTILITIES,2024-08-04 23:33:13,FAILED
T00000730,A000026,DEBIT,1095.76,EUR,INVESTMENT,2024-03-31 23:27:28,FAILED
T00000731,A000093,CREDIT,164.17,USD,INSURANCE,2024-06-01 02:18:53,FAILED
T00000732,A000053,FEE,5375.02,USD,ELECTRONICS,2024-04-30 04:04:31,COMPLETED
T00000733,A000065,INTEREST,4178.05,GBP,INVESTMENT,2024-05-08 18:04:30,FAILED
T00000734,A000031,CREDIT,6186.66,EUR,UTILITIES,2025-02-16 08:35:24,PENDING
T00000735,A000028,DEBIT,1405.36,USD,ATM_WITHDRAWAL,2025-03-17 21:27:44,COMPLETED
T00000736,A000069,DEBIT,7589.94,USD,HEALTHCARE,2025-05-08 10:06:43,FAILED
T00000737,A000019,DEBIT,5726.79,USD,INSURANCE,2024-01-18 01:59:26,COMPLETED
T00000738,A000101,CREDIT,2027.6,INR,DINING,2025-04-07 04:26:37,COMPLETED
T00000739,A000031,FEE,3110.83,USD,ATM_WITHDRAWAL,2024-06-03 03:17:09,PENDING
T00000740,A000097,DEBIT,1687.04,EUR,DINING,2025-03-26 23:27:46,COMPLETED
T00000741,A000005,DEBIT,645.36,USD,UTILITIES,2025-04-19 12:06:50,COMPLETED
T00000742,A000013,TRANSFER,5589.37,USD,INSURANCE,2025-01-08 19:56:31,COMPLETED
T00000743,A000059,CREDIT,6096.99,USD,ECOMMERCE,2025-02-09 23:20:30,COMPLETED
T00000744,A000052,DEBIT,2447.85,USD,HEALTHCARE,2024-09-21 23:38:09,COMPLETED
T00000745,A000077,CREDIT,6342.18,USD,ELECTRONICS,2024-05-13 06:18:58,COMPLETED
T00000746,A000042,TRANSFER,1593.32,USD,UTILITIES,2025-04-28 20:46:02,COMPLETED
T00000747,A000003,INTEREST,5178.62,EUR,ECOMMERCE,2024-04-11 09:31:52,COMPLETED
T00000748,A000022,DEBIT,4945.94,USD,DINING,2024-03-28 20:39:09,COMPLETED
T00000749,A000092,CREDIT,6188.01,EUR,ECOMMERCE,2024-03-01 08:10:23,COMPLETED
T00000750,A000025,INTEREST,6508.23,INR,UTILITIES,2024-03-07 15:42:12,FAILED
T00000751,A000077,DEBIT,6593.59,USD,ELECTRONICS,2024-07-28 05:18:49,COMPLETED
T00000752,A000034,DEBIT,3610.56,INR,ECOMMERCE,2024-02-13 00:22:32,COMPLETED
T00000753,A000042,REFUND,3183.45,USD,UTILITIES,2025-01-11 21:44:35,COMPLETED
T00000754,A000013,CREDIT,421.64,USD,DINING,2025-05-25 22:04:38,PENDING
T00000755,A000077,TRANSFER,99999.0,USD,UTILITIES,2024-12-09 13:30:14,COMPLETED
T00000756,A000072,DEBIT,1439.08,USD,DINING,2025-03-25 17:02:32,COMPLETED
T00000757,A000041,TRANSFER,3466.27,USD,ELECTRONICS,2024-09-12 10:13:51,COMPLETED
T00000758,A000056,DEBIT,7016.11,INR,ATM_WITHDRAWAL,2024-09-21 11:23:46,COMPLETED
T00000759,A000022,DEBIT,7956.55,USD,ECOMMERCE,2024-01-28 06:52:42,COMPLETED
T00000760,A000030,DEBIT,3764.63,USD,TRAVEL,2025-05-24 18:01:08,COMPLETED
T00000761,A000046,REFUND,4489.03,USD,ELECTRONICS,2024-03-04 12:43:43,COMPLETED
T00000762,A000037,DEBIT,1350.52,USD,INSURANCE,2024-04-18 21:14:46,BLOCKED
T00000763,A000001,CREDIT,4568.45,USD,ECOMMERCE,2024-12-12 03:26:00,FAILED
T00000764,A000004,DEBIT,7850.77,USD,TRAVEL,2025-03-04 11:46:46,COMPLETED
T00000765,A000011,CREDIT,5663.11,INR,ATM_WITHDRAWAL,2024-10-31 23:57:26,COMPLETED
T00000766,A000006,CREDIT,7607.41,INR,INSURANCE,2024-03-07 07:41:44,FAILED
T00000767,A000083,DEBIT,6386.19,USD,INSURANCE,2024-07-14 03:22:10,COMPLETED
T00000768,A000023,DEBIT,6168.17,USD,HEALTHCARE,2024-03-24 14:08:41,COMPLETED
T00000769,A000037,CREDIT,7635.69,USD,UTILITIES,2025-01-11 11:17:25,FAILED
T00000770,A000078,DEBIT,5325.83,USD,ECOMMERCE,2024-08-16 14:07:47,COMPLETED
T00000771,A000073,CREDIT,726.33,USD,ELECTRONICS,2024-08-10 22:57:45,COMPLETED
T00000772,A000006,CREDIT,7786.31,INR,ELECTRONICS,2025-04-21 18:02:02,COMPLETED
T00000773,A000083,CREDIT,2329.17,EUR,ECOMMERCE,2024-06-02 05:24:38,BLOCKED
T00000774,A000088,FEE,6733.1,USD,GROCERY,2024-10-09 02:47:11,FAILED
T00000775,A000066,DEBIT,3402.18,INR,INSURANCE,2025-02-20 09:13:31,COMPLETED
T00000776,A000075,DEBIT,4030.04,INR,ELECTRONICS,2025-02-06 06:38:02,COMPLETED
T00000777,A000006,DEBIT,7014.66,INR,ECOMMERCE,2025-01-22 16:22:55,COMPLETED
T00000778,A000034,DEBIT,7345.3,USD,TRAVEL,2025-01-17 21:59:34,COMPLETED
T00000779,A000087,DEBIT,10000.0,USD,ECOMMERCE,2024-08-23 14:44:56,FAILED
T00000780,A000096,CREDIT,3896.35,GBP,DINING,2024-12-19 14:22:53,COMPLETED
T00000781,A000012,DEBIT,115.94,USD,HEALTHCARE,2025-03-15 00:58:34,COMPLETED
T00000782,A000084,DEBIT,1938.03,EUR,INVESTMENT,2024-04-07 03:08:04,COMPLETED
T00000783,A000060,DEBIT,3377.92,EUR,ECOMMERCE,2025-05-08 17:39:36,COMPLETED
T00000784,A000058,CREDIT,1614.7,EUR,GROCERY,2024-06-19 00:17:12,COMPLETED
T00000785,A000092,CREDIT,3328.41,INR,INVESTMENT,2024-05-28 01:20:51,COMPLETED
T00000786,A000063,CREDIT,5798.29,EUR,ECOMMERCE,2024-04-28 02:12:36,COMPLETED
T00000787,A000055,CREDIT,4428.28,INR,ECOMMERCE,2024-02-29 18:00:52,COMPLETED
T00000788,A000083,DEBIT,5581.63,USD,HEALTHCARE,2024-08-28 12:31:08,COMPLETED
T00000789,A000065,DEBIT,7273.02,INR,ECOMMERCE,2024-03-08 10:40:55,COMPLETED
T00000790,A000050,INTEREST,6665.48,INR,ECOMMERCE,2025-02-13 05:53:57,COMPLETED
T00000791,A000037,CREDIT,694.1,USD,ELECTRONICS,2024-11-06 17:55:11,COMPLETED
T00000792,A000054,INTEREST,3952.33,INR,GROCERY,2024-07-02 09:29:44,COMPLETED
T00000793,A000021,DEBIT,6876.4,EUR,DINING,2024-08-08 04:08:58,COMPLETED
T00000794,A000016,CREDIT,3893.49,INR,GROCERY,2025-01-29 20:16:50,COMPLETED
T00000795,A000020,FEE,6990.2,USD,GROCERY,2025-04-19 15:56:26,COMPLETED
T00000796,A000097,DEBIT,851.61,INR,TRAVEL,2025-02-25 20:28:44,COMPLETED
T00000797,A000014,DEBIT,948.88,USD,ATM_WITHDRAWAL,2024-12-28 16:04:30,COMPLETED
T00000798,A000064,TRANSFER,798.86,USD,ELECTRONICS,2024-03-03 07:21:02,COMPLETED
T00000799,A000054,TRANSFER,57.67,USD,ATM_WITHDRAWAL,2024-09-15 06:14:07,COMPLETED
T00000800,A000048,TRANSFER,3322.99,USD,INVESTMENT,2024-08-03 08:18:28,COMPLETED
T00000801,A000055,DEBIT,,USD,GROCERY,2025-03-15 10:00:00,COMPLETED
T00000001,A000071,DEBIT,2307.79,USD,GROCERY,2025-05-13 22:56:18,COMPLETED
